Station,Year,Month,mean_temp,max_temp,min_temp,mean_wind,max_wind,mean_rain,mean_30m_rain,mean_60m_rain,mean_120m_rain,date
Admiralty,2012,2,26.848275862068967,31.306896551724137,24.417241379310344,9.8,34.810344827586206,3.9103448275862065,0,0,0,Feb 2012
Admiralty,2012,3,26.851612903225806,31.119354838709675,24.280645161290323,7.54516129032258,36.561290322580646,8.851612903225806,0,0,0,Mar 2012
Admiralty,2012,4,27.58,32.306666666666665,24.62,6.536666666666667,33.92666666666667,11.313333333333333,0,0,0,Apr 2012
Admiralty,2012,5,28,32.10645161290323,24.848387096774193,6.661290322580645,38.56774193548387,11.012903225806452,0,0,0,May 2012
Admiralty,2012,6,28.74,32.333333333333336,26,6.486666666666666,30.05,3.513333333333333,0,0,0,Jun 2012
Admiralty,2012,7,27.7,31.425806451612903,25.151612903225807,6.332258064516129,32.248387096774195,9.35483870967742,0,0,0,Jul 2012
Admiralty,2012,8,27.629032258064516,31.322580645161292,24.84193548387097,6.861290322580645,34.45161290322581,5.419354838709677,0,0,0,Aug 2012
Admiralty,2012,9,27.833333333333332,31.94,24.806666666666665,6.733333333333333,32.17666666666667,3.84,0,0,0,Sep 2012
Admiralty,2013,1,26.73225806451613,30.587096774193547,24.309677419354838,10.477419354838709,36.40322580645161,6.516129032258065,0,0,0,Jan 2013
Admiralty,2013,10,27.493548387096773,31.990322580645163,24.39032258064516,7.361290322580645,35.25483870967742,6.52258064516129,0,0,0,Oct 2013
Admiralty,2013,11,26.9,31.373333333333335,24.24,6.9,34.446666666666665,10.553333333333333,0,0,0,Nov 2013
Admiralty,2013,12,26.229032258064517,30.032258064516128,24.087096774193547,9.27741935483871,33.37096774193548,8.754838709677419,0,0,0,Dec 2013
Admiralty,2013,2,26.228571428571428,30.042857142857144,24.214285714285715,8.95,33.857142857142854,11.392857142857142,0,0,0,Feb 2013
Admiralty,2013,3,27.874193548387098,33.02903225806452,25.025806451612905,9.193548387096774,38.332258064516125,8.670967741935485,0,0,0,Mar 2013
Admiralty,2013,4,28.07,32.67333333333333,25.043333333333333,6.993333333333333,35.39333333333333,7.0200000000000005,0,0,0,Apr 2013
Admiralty,2013,5,28.07741935483871,32.63225806451613,25.229032258064517,6.058064516129032,32.32258064516129,6.503225806451613,0,0,0,May 2013
Admiralty,2013,6,29.006666666666668,32.906666666666666,26.15,7.583333333333333,37.63333333333333,2.5,0,0,0,Jun 2013
Admiralty,2013,7,27.874193548387098,31.429032258064517,25.27741935483871,6.622580645161291,32.08387096774194,2.9612903225806453,0,0,0,Jul 2013
Admiralty,2013,8,27.74516129032258,31.519354838709678,24.674193548387098,6.735483870967742,36.380645161290325,5.683870967741935,0,0,0,Aug 2013
Admiralty,2013,9,27.446666666666665,30.919999999999998,24.626666666666665,6.573333333333333,33.973333333333336,7.486666666666666,0,0,0,Sep 2013
Admiralty,2014,1,25.793548387096774,29.174193548387098,23.648387096774194,11.845161290322581,37.770967741935486,3.1870967741935483,1.1870967741935483,1.3612903225806452,1.5419354838709678,Jan 2014
Admiralty,2014,10,27.978571428571428,32.78666666666667,25.2,6.413333333333333,31.553333333333335,1.4516129032258063,0.9870967741935484,1.1741935483870969,1.206451612903226,Oct 2014
Admiralty,2014,11,27.25,32.08,24.773333333333333,6.706666666666667,35.53,7.863333333333333,5.666666666666667,6.88,7.523333333333333,Nov 2014
Admiralty,2014,12,26.73548387096774,30.461290322580645,24.525806451612905,8.64516129032258,33.987096774193546,7.264516129032258,3.935483870967742,5.032258064516129,5.819354838709677,Dec 2014
Admiralty,2014,2,26.760714285714286,31.646428571428572,23.935714285714287,12.157142857142857,36.878571428571426,0.5642857142857143,0.37857142857142856,0.5357142857142857,0.5571428571428572,Feb 2014
Admiralty,2014,3,27.35483870967742,32.25483870967742,24.56451612903226,10.638709677419355,37.561290322580646,3.870967741935484,2.4,2.7548387096774194,3.0838709677419356,Mar 2014
Admiralty,2014,4,27.816666666666666,32.86,24.993333333333332,6.59,31.9,8.713333333333333,5.8533333333333335,7.366666666666667,7.993333333333333,Apr 2014
Admiralty,2014,5,28.206451612903226,32.45161290322581,25.161290322580644,6.2612903225806456,32.36451612903226,9.709677419354838,6.941935483870968,8.225806451612904,8.69032258064516,May 2014
Admiralty,2014,6,28.916666666666668,32.413333333333334,25.833333333333332,6.29,34.45,6.533333333333333,4.926666666666667,5.4,5.78,Jun 2014
Admiralty,2014,7,28.561290322580646,31.974193548387095,25.761290322580646,6.496774193548387,33.75483870967742,7.670967741935484,4.929032258064516,6.225806451612903,6.67741935483871,Jul 2014
Admiralty,2014,8,27.7,30.9,25.071428571428573,6.364285714285714,33.92142857142857,2.335483870967742,1.5806451612903225,2.0129032258064514,2.0709677419354837,Aug 2014
Admiralty,2015,1,26.448387096774194,30.293548387096774,24.23548387096774,12.864516129032259,37.08709677419355,2.464516129032258,1.5290322580645161,1.8,1.9419354838709677,Jan 2015
Admiralty,2015,10,28.616129032258065,32.935483870967744,25.70967741935484,6.82258064516129,29.087096774193547,2.761290322580645,2.264516129032258,2.412903225806452,2.529032258064516,Oct 2015
Admiralty,2015,11,27.266666666666666,32.15,24.66,6.57,32.276666666666664,11.706666666666667,8.033333333333333,9.693333333333333,10.786666666666667,Nov 2015
Admiralty,2015,12,27.338709677419356,31.374193548387098,24.74516129032258,8.793548387096774,38.37741935483871,8.72258064516129,5.232258064516129,6.2387096774193544,7.232258064516129,Dec 2015
Admiralty,2015,2,26.554166666666667,30.741666666666667,24.004166666666666,13.728,40.229166666666664,2.3285714285714287,1.15,1.6071428571428572,2.192857142857143,Feb 2015
Admiralty,2015,3,27.63225806451613,32.34193548387097,25.13225806451613,11.025806451612903,37.94516129032258,4.470967741935484,2.9096774193548387,3.5612903225806454,3.935483870967742,Mar 2015
Admiralty,2015,4,27.94,32.86,25.08,8.143333333333333,36.88666666666666,10.646666666666667,7.6,9.053333333333333,10.186666666666667,Apr 2015
Admiralty,2015,5,28.36774193548387,32.31935483870968,25.87741935483871,6.093548387096774,30.36774193548387,8.432258064516128,4.832258064516129,6.251612903225807,7.503225806451613,May 2015
Admiralty,2015,6,28.72,32.376666666666665,26.283333333333335,6.426666666666667,29.169999999999998,2.066666666666667,1.5666666666666667,1.7733333333333334,1.92,Jun 2015
Admiralty,2015,7,28.803225806451614,32.35806451612903,25.96451612903226,7.316129032258065,36.08387096774194,5.683870967741935,4.077419354838709,4.935483870967742,5.122580645161291,Jul 2015
Admiralty,2015,8,28.351612903225806,31.751612903225805,25.938709677419354,7.425806451612903,33.80967741935484,2.67741935483871,1.7096774193548387,2.2129032258064516,2.3741935483870966,Aug 2015
Admiralty,2015,9,28.433333333333334,32.13,25.753333333333334,6.823333333333333,30.98,5.246666666666667,3.1333333333333333,4.193333333333333,5.133333333333333,Sep 2015
Admiralty,2016,1,27.73548387096774,31.416129032258063,25.46451612903226,10.506451612903225,37.012903225806454,5.625806451612903,3.6,4.587096774193548,4.935483870967742,Jan 2016
Admiralty,2016,10,28.051612903225806,31.60967741935484,25.093548387096774,7.7612903225806456,36.38709677419355,7.929032258064516,5.258064516129032,6.561290322580645,7.2,Oct 2016
Admiralty,2016,11,27.22222222222222,30.963333333333335,24.78,7.09,33.10666666666667,5.3533333333333335,3.2066666666666666,4.206666666666667,4.693333333333333,Nov 2016
Admiralty,2016,12,27.2,31.25483870967742,24.551612903225806,9.006451612903225,34.903225806451616,6,3.832258064516129,5.006451612903226,5.483870967741935,Dec 2016
Admiralty,2016,2,27.26551724137931,30.613793103448277,25.082758620689656,12.658620689655173,40.893103448275866,6.531034482758621,2.696551724137931,3.7448275862068967,5.0137931034482754,Feb 2016
Admiralty,2016,3,28.383870967741935,32.81935483870968,25.89032258064516,11.848387096774193,36.938709677419354,1.767741935483871,0.9419354838709677,1.2903225806451613,1.5741935483870968,Mar 2016
Admiralty,2016,4,29.06,33.873333333333335,26.236666666666668,8.26,32.79666666666667,3.88,2.933333333333333,3.5133333333333336,3.8466666666666667,Apr 2016
Admiralty,2016,5,28.78709677419355,33.41290322580645,25.75483870967742,6.519354838709678,34.461290322580645,6.806451612903226,4.948387096774193,5.52258064516129,6.025806451612903,May 2016
Admiralty,2016,6,28.09,31.65,25.623333333333335,5.863333333333333,30.773333333333333,3.86,2.1066666666666665,2.44,2.986666666666667,Jun 2016
Admiralty,2016,7,28.241935483870968,32.093548387096774,25.2,6.377419354838709,34.58709677419355,8.27741935483871,5.7290322580645165,6.903225806451613,7.974193548387097,Jul 2016
Admiralty,2016,8,28.783870967741937,32.12903225806452,25.712903225806453,7.029032258064516,35.725806451612904,5.2709677419354835,3.6258064516129034,4.225806451612903,4.412903225806452,Aug 2016
Admiralty,2016,9,28.21,32.266666666666666,24.913333333333334,7.34,36.42666666666667,3.1266666666666665,1.96,2.526666666666667,2.8733333333333335,Sep 2016
Admiralty,2017,1,26.961290322580645,31.016129032258064,24.596774193548388,9.07741935483871,34.196774193548386,9.509677419354839,4.703225806451613,5.670967741935484,6.290322580645161,Jan 2017
Admiralty,2017,10,27.93225806451613,32.00322580645161,25.248387096774195,6.745161290322581,31.648387096774194,3.703225806451613,2.696774193548387,3.032258064516129,3.425806451612903,Oct 2017
Admiralty,2017,11,27.03157894736842,31.44736842105263,24.310526315789474,6.578947368421052,32.87894736842105,13.013333333333334,7.673333333333333,9.333333333333334,10.833333333333334,Nov 2017
Admiralty,2017,12,26.731735791090628,30.69642857142857,24.470291858678955,10.496628264208908,37.12206605222734,0,0,0,0,Dec 2017
Admiralty,2017,2,26.660869565217393,30.764285714285712,24.37857142857143,11.589285714285714,40.16428571428571,5.492857142857143,3.45,4.0285714285714285,4.5,Feb 2017
Admiralty,2017,3,27.12962962962963,31.612903225806452,24.519354838709678,8.90967741935484,34.52258064516129,8.432258064516128,5.141935483870967,6.006451612903226,6.445161290322581,Mar 2017
Admiralty,2017,4,27.614285714285714,32.03214285714286,24.803571428571427,6.710714285714285,32.114285714285714,7.933333333333334,5.346666666666667,6.753333333333334,7.38,Apr 2017
Admiralty,2017,5,28.28125,32.194117647058825,25.68235294117647,6.265,33.12,3.47741935483871,2.3548387096774195,2.5806451612903225,3.109677419354839,May 2017
Admiralty,2017,6,28.71764705882353,32.858823529411765,25.929411764705883,6.381481481481481,28.248148148148147,2.3666666666666667,1.5866666666666667,1.8666666666666667,1.9866666666666666,Jun 2017
Admiralty,2017,7,28.29375,31.50625,25.8,6.878947368421053,31.463157894736842,1.7096774193548387,0.935483870967742,1.3419354838709676,1.6193548387096774,Jul 2017
Admiralty,2017,8,28.038709677419355,31.506451612903227,25.42258064516129,6.964516129032258,32.13225806451613,4.27741935483871,2.8516129032258064,3.6451612903225805,3.9290322580645163,Aug 2017
Admiralty,2017,9,27.803333333333335,31.676666666666666,24.873333333333335,6.556666666666667,36.46666666666667,5.34,3.6066666666666665,4.3133333333333335,4.786666666666666,Sep 2017
Admiralty,2018,1,26.11111111111111,30.362962962962964,23.770370370370372,9.37037037037037,32.43703703703704,7.212903225806452,3.335483870967742,4.167741935483871,5.283870967741936,Jan 2018
Admiralty,2018,10,27.474193548387095,32.18709677419355,24.838709677419356,6.812903225806451,33.49032258064516,8.187096774193549,5.264516129032258,6.580645161290322,7.625806451612903,Oct 2018
Admiralty,2018,11,27.12,31.470000000000002,24.2,7.086666666666667,34.46333333333333,10.256666666666666,6.746666666666666,8.466666666666667,9.24,Nov 2018
Admiralty,2018,12,27.229032258064517,31.938709677419354,24.809677419354838,8.470967741935484,35.37096774193549,7.929032258064517,5.380645161290323,6.458064516129032,6.851612903225806,Dec 2018
Admiralty,2018,2,26.682142857142857,30.97142857142857,24.178571428571427,13.878571428571428,40.75714285714286,2.842857142857143,1.7785714285714287,2.0428571428571427,2.65,Feb 2018
Admiralty,2018,3,27.480645161290322,32.145161290322584,25.016129032258064,11.022580645161291,37.08064516129032,2.3806451612903223,1.5806451612903225,1.9161290322580644,2.07741935483871,Mar 2018
Admiralty,2018,4,27.863333333333333,32.74333333333333,25,9.22,35.85,8.153333333333334,6.28,7.413333333333333,7.846666666666667,Apr 2018
Admiralty,2018,5,28.048387096774192,32.696774193548386,25.406451612903226,6.229032258064516,30.670967741935485,8.025806451612903,5.412903225806452,6.651612903225806,7.245161290322581,May 2018
Admiralty,2018,6,28.05,31.383333333333333,25.26,5.843333333333334,31.686666666666667,5.3933333333333335,3.08,3.96,4.653333333333333,Jun 2018
Admiralty,2018,7,28.348387096774193,31.86774193548387,25.470967741935485,6.448387096774193,32.619354838709675,3.8838709677419354,2.761290322580645,3.1225806451612903,3.2451612903225806,Jul 2018
Admiralty,2018,8,28.467741935483872,32.05483870967742,25.783870967741937,7.012903225806451,31.329032258064515,2.296774193548387,1.664516129032258,1.9161290322580646,2.032258064516129,Aug 2018
Admiralty,2018,9,27.833333333333332,31.993333333333332,24.830000000000002,6.266666666666667,31.946666666666665,6.0200000000000005,3.72,5.1066666666666665,5.546666666666667,Sep 2018
Admiralty,2019,1,27.503225806451614,31.3,25.274193548387096,14.780645161290323,43.60645161290323,3.4451612903225803,1.296774193548387,1.7677419354838708,2.4322580645161294,Jan 2019
Admiralty,2019,10,27.42258064516129,32.803225806451614,24.47741935483871,9.841935483870968,37.76774193548387,7.019354838709678,4.258064516129032,5.129032258064516,6.2,Oct 2019
Admiralty,2019,11,27.606666666666666,32.516666666666666,24.863333333333333,11.246666666666666,39.52,8.066666666666666,5.993333333333333,6.74,7.293333333333333,Nov 2019
Admiralty,2019,12,26.39032258064516,29.938709677419354,24.38064516129032,17.27741935483871,44.13548387096774,9.735483870967743,3.670967741935484,4.780645161290322,6.006451612903226,Dec 2019
Admiralty,2019,2,27.707142857142856,32.503571428571426,24.946428571428573,14.957142857142857,42.275,4.078571428571428,3.085714285714286,3.4214285714285717,3.7785714285714285,Feb 2019
Admiralty,2019,3,28.309677419354838,33.66451612903226,25.129032258064516,11.825806451612904,38.41935483870968,6.767741935483871,4.12258064516129,5.774193548387097,6.67741935483871,Mar 2019
Admiralty,2019,4,28.39,33.36666666666667,25.516666666666666,8.453333333333333,33.41,6.273333333333333,3.82,4.866666666666666,5.6000000000000005,Apr 2019
Admiralty,2019,5,28.77741935483871,32.751612903225805,26.06451612903226,7.306451612903226,33.97741935483871,4.658064516129032,2.6,3.3548387096774195,3.7870967741935484,May 2019
Admiralty,2019,6,28.12,31.723333333333333,25.623333333333335,7.256666666666667,29.64666666666667,4.42,2.526666666666667,3.046666666666667,3.3466666666666667,Jun 2019
Admiralty,2019,7,28.670967741935485,32.58387096774194,25.912903225806453,8.345161290322581,32.541935483870965,4.561290322580645,3.5806451612903225,4.238709677419355,4.412903225806452,Jul 2019
Admiralty,2019,8,28.906451612903226,32.68709677419355,26.448387096774194,9.26774193548387,32.99354838709677,1.832258064516129,0.8451612903225807,1.0064516129032257,1.5161290322580645,Aug 2019
Admiralty,2019,9,28.873333333333335,33.093333333333334,26.143333333333334,10.31,31.423333333333332,3.7933333333333334,1.9533333333333334,2.7933333333333334,3.2733333333333334,Sep 2019
Admiralty,2020,1,27.3,31.329032258064515,24.883870967741935,19.358064516129033,47.145161290322584,4.374193548387097,2.161290322580645,2.767741935483871,3.0516129032258066,Jan 2020
Admiralty,2020,10,28.151612903225807,31.97741935483871,24.980645161290322,9.961290322580645,36.438709677419354,4.580645161290323,3.1225806451612903,3.6516129032258062,3.9806451612903224,Oct 2020
Admiralty,2020,11,26.996666666666666,31.373333333333335,24.53,12.93,39.18666666666667,10.533333333333333,5.753333333333333,7.613333333333333,8.726666666666667,Nov 2020
Admiralty,2020,12,26.973333333333333,31.55,24.506666666666668,15.936666666666666,42.376666666666665,5.541935483870968,3.432258064516129,4.032258064516129,4.567741935483871,Dec 2020
Admiralty,2020,2,27.420689655172414,31.624137931034483,24.924137931034483,20.75862068965517,49.53793103448276,2.496551724137931,1.1448275862068966,1.289655172413793,1.696551724137931,Feb 2020
Admiralty,2020,3,28.29032258064516,33.36451612903226,25.46451612903226,16.916129032258066,43.03225806451613,5.870967741935484,3.741935483870968,5.129032258064516,5.658064516129032,Mar 2020
Admiralty,2020,4,28.493333333333332,33.583333333333336,25.52,14.16551724137931,39.95333333333333,6.68,4.12,5.413333333333333,6.18,Apr 2020
Admiralty,2020,5,28.716129032258063,33.30967741935484,25.925806451612903,10.432258064516128,35.66451612903226,5.064516129032258,3.3161290322580648,4.296774193548387,4.8,May 2020
Admiralty,2020,6,28.013333333333332,31.62,25.49,9.66,33.79333333333333,4.506666666666667,2.04,1.9333333333333333,2.2,Jun 2020
Admiralty,2020,7,27.674193548387098,31.54193548387097,24.912903225806453,10.235483870967741,33.938709677419354,6.935483870967742,4.432258064516129,5.058064516129032,5.412903225806452,Jul 2020
Admiralty,2020,8,28.316129032258065,32.28064516129032,25.68709677419355,9.903225806451612,32.9258064516129,3.587096774193548,2.258064516129032,2.858064516129032,3.193548387096774,Aug 2020
Admiralty,2020,9,27.303333333333335,31.473333333333333,24.42,10.31,35.24333333333333,8.426666666666666,4.5,6.206666666666666,7.66,Sep 2020
Admiralty,2021,1,25.60967741935484,28.858064516129033,23.629032258064516,20.112903225806452,47.52903225806452,13.212903225806452,4.019354838709678,4.84516129032258,5.7290322580645165,Jan 2021
Admiralty,2021,10,28.18064516129032,32.4741935483871,25.23225806451613,12.335483870967742,41.65483870967742,6.32258064516129,4.451612903225806,5.509677419354839,5.703225806451613,Oct 2021
Admiralty,2021,11,27.203333333333333,31.33,24.613333333333333,12.836666666666666,39.526666666666664,6.28,3.6866666666666665,4.706666666666667,5.38,Nov 2021
Admiralty,2021,12,27.15483870967742,30.9,24.929032258064517,18.22258064516129,48.79677419354839,6.096774193548387,2.761290322580645,3.193548387096774,3.903225806451613,Dec 2021
Admiralty,2021,2,26.87142857142857,31.542857142857144,24.25357142857143,22.889285714285712,49.55714285714286,1.4357142857142857,1.2214285714285715,1.3571428571428572,1.3785714285714286,Feb 2021
Admiralty,2021,3,27.469565217391303,32.61739130434783,24.595652173913045,19.104347826086958,46.28695652173913,4.974193548387096,2.8774193548387097,3.425806451612903,4.361290322580645,Mar 2021
Admiralty,2021,4,27.726666666666667,33.00666666666667,24.6,13.713333333333333,42.33,9.5,6.226666666666667,7.386666666666667,8.306666666666667,Apr 2021
Admiralty,2021,5,28.152380952380952,32.48571428571429,25.414285714285715,13.914285714285715,37.25238095238095,2.2903225806451615,1.5161290322580645,1.832258064516129,2.1870967741935483,May 2021
Admiralty,2021,6,28.057692307692307,32.7,24.696153846153845,11.511538461538462,36.37307692307692,5.713333333333334,3.966666666666667,4.733333333333333,5.2,Jun 2021
Admiralty,2021,7,28.387096774193548,32.08064516129032,25.674193548387098,11.219354838709677,32.71935483870968,5.561290322580645,2.838709677419355,3.761290322580645,4.541935483870968,Jul 2021
Admiralty,2021,8,27.141935483870967,31.11935483870968,24.087096774193547,11.303225806451612,36.00322580645161,12.335483870967742,6.52258064516129,8.212903225806452,9.858064516129032,Aug 2021
Admiralty,2021,9,27.75,31.84,24.80666666666667,12.003333333333334,39.486666666666665,9.746666666666666,5.486666666666666,7.213333333333333,8.106666666666667,Sep 2021
Admiralty,2022,1,27.016129032258064,31.441935483870967,24.65483870967742,20.520833333333332,48.2625,5.2387096774193544,2.6193548387096772,3.270967741935484,3.903225806451613,Jan 2022
Admiralty,2022,10,27.1,31.170967741935485,24.238709677419354,7.619354838709677,32.44838709677419,11.483870967741936,6.180645161290323,9.167741935483871,10.993548387096775,Oct 2022
Admiralty,2022,11,26.963333333333335,31.240000000000002,23.976666666666667,7.3933333333333335,37.38333333333333,15.966666666666667,9.386666666666667,13.453333333333333,15.986666666666666,Nov 2022
Admiralty,2022,12,26.325806451612902,30.261290322580646,24.087096774193547,9.203225806451613,32.806451612903224,6.858064516129033,3.9935483870967743,4.819354838709677,6.032258064516129,Dec 2022
Admiralty,2022,2,26.817857142857143,31.060714285714287,24.435714285714287,10.566666666666666,37.06666666666666,7.057142857142857,3.2357142857142858,3.992857142857143,5.5285714285714285,Feb 2022
Admiralty,2022,3,27.677419354838708,33.17741935483871,24.56774193548387,8.487096774193548,35.71935483870968,12.341935483870968,8.251612903225807,10.574193548387097,11.787096774193548,Mar 2022
Admiralty,2022,4,27.743333333333332,32.763333333333335,24.796666666666667,6.3533333333333335,34.553333333333335,5.83,4.09,4.496666666666666,5.19,Apr 2022
Admiralty,2022,5,28.78709677419355,33.28064516129032,25.570967741935483,7.138709677419355,33.6,11.019354838709678,6.967741935483871,8.748387096774193,9.935483870967742,May 2022
Admiralty,2022,6,27.543333333333333,31.446666666666665,24.553333333333335,6.26,32.376666666666665,9.313333333333333,6.706666666666667,8.566666666666666,9.006666666666666,Jun 2022
Admiralty,2022,7,28.37741935483871,32.37741935483871,25.561290322580646,6.738709677419355,32.58387096774194,5.290322580645161,3.954838709677419,4.535483870967742,4.787096774193548,Jul 2022
Admiralty,2022,8,27.606451612903225,31.325806451612902,24.66774193548387,6.4,32.91612903225806,10.36774193548387,7.019354838709678,9.012903225806452,9.535483870967742,Aug 2022
Admiralty,2022,9,27.523333333333333,31.113333333333333,24.843333333333334,6.4366666666666665,33.10333333333333,8.253333333333334,5.066666666666667,5.906666666666666,7.073333333333333,Sep 2022
Admiralty,2023,1,26.270967741935483,29.996774193548386,24.24516129032258,10.296774193548387,36.70322580645161,6.380645161290323,2.4516129032258065,3.161290322580645,4.193548387096774,Jan 2023
Admiralty,2023,10,28.71666666666667,33.86,25.713333333333335,6.53,33.086666666666666,4.012903225806451,3.0387096774193547,3.5548387096774197,3.6516129032258062,Oct 2023
Admiralty,2023,11,27.463333333333335,32.916666666666664,25.01,6.926666666666667,31.883333333333333,7.053333333333334,4.266666666666667,5.58,6,Nov 2023
Admiralty,2023,12,26.822580645161292,31.112903225806452,24.474193548387095,8.683870967741935,37.145161290322584,16.690322580645162,9.416129032258064,11.858064516129032,14.725806451612904,Dec 2023
Admiralty,2023,2,26.47142857142857,30.92142857142857,24.09642857142857,11.664285714285715,38.57857142857143,13.392857142857142,6.085714285714285,7.557142857142857,9.5,Feb 2023
Admiralty,2023,3,26.45806451612903,30.787096774193547,24.006451612903227,11.364516129032259,38.22258064516129,10.464516129032258,4.670967741935484,6.3999999999999995,7.406451612903226,Mar 2023
